# Master Index Workbench v2.0.0 (released 2026-07-12) — https://kr48vr.github.io/master-of-all-indices/
# Data license: CC BY-NC-SA 4.0 (compilation); individual values inherit source terms recorded in provenance
# A blank value is honest missing data (see the note column), never a zero.
city,measure_id,measure,area,subtheme,unit,direction,data_level,approx,value,year,source,note
Warsaw,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,90,2024/25,"ODIN 2024/25 — Poland: overall 90.0 (coverage 82.0, openness 97.0, rank 1)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Istanbul,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,64,2024/25,"ODIN 2024/25 — Türkiye: overall 64.0 (coverage 70.0, openness 59.0, rank 65)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Montreal,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,78,2024/25,"ODIN 2024/25 — Canada: overall 78.0 (coverage 77.0, openness 80.0, rank 21)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Vancouver,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,78,2024/25,"ODIN 2024/25 — Canada: overall 78.0 (coverage 77.0, openness 80.0, rank 21)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Chicago,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,78,2024/25,"ODIN 2024/25 — United States: overall 78.0 (coverage 70.0, openness 85.0, rank 21)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Boston,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,78,2024/25,"ODIN 2024/25 — United States: overall 78.0 (coverage 70.0, openness 85.0, rank 21)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Los Angeles,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,78,2024/25,"ODIN 2024/25 — United States: overall 78.0 (coverage 70.0, openness 85.0, rank 21)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Seattle,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,78,2024/25,"ODIN 2024/25 — United States: overall 78.0 (coverage 70.0, openness 85.0, rank 21)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Washington DC,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,78,2024/25,"ODIN 2024/25 — United States: overall 78.0 (coverage 70.0, openness 85.0, rank 21)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Sydney,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,77,2024/25,"ODIN 2024/25 — Australia: overall 77.0 (coverage 66.0, openness 86.0, rank 24)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Auckland,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,76,2024/25,"ODIN 2024/25 — New Zealand: overall 76.0 (coverage 66.0, openness 85.0, rank 29)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Osaka,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,71,2024/25,"ODIN 2024/25 — Japan: overall 71.0 (coverage 67.0, openness 76.0, rank 48)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Tel Aviv,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,74,2024/25,"ODIN 2024/25 — Israel: overall 74.0 (coverage 64.0, openness 83.0, rank 37)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Hong Kong,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,88,2024/25,"ODIN 2024/25 — Hong Kong SAR, China: overall 88.0 (coverage 81.0, openness 93.0, rank 7)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Taipei,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,66,2024/25,"ODIN 2024/25 — Taiwan: overall 66.0 (coverage 58.0, openness 72.0, rank 57)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Bangkok,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,64,2024/25,"ODIN 2024/25 — Thailand: overall 64.0 (coverage 64.0, openness 64.0, rank 65)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Kuala Lumpur,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,90,2024/25,"ODIN 2024/25 — Malaysia: overall 90.0 (coverage 79.0, openness 99.0, rank 1)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Jakarta,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,74,2024/25,"ODIN 2024/25 — Indonesia: overall 74.0 (coverage 71.0, openness 76.0, rank 37)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Manila,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,74,2024/25,"ODIN 2024/25 — Philippines: overall 74.0 (coverage 69.0, openness 79.0, rank 37)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Ho Chi Minh City,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,48,2024/25,"ODIN 2024/25 — Vietnam: overall 48.0 (coverage 43.0, openness 53.0, rank 128)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Mumbai,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,54,2024/25,"ODIN 2024/25 — India: overall 54.0 (coverage 52.0, openness 55.0, rank 105)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Abu Dhabi,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,85,2024/25,"ODIN 2024/25 — United Arab Emirates: overall 85.0 (coverage 74.0, openness 95.0, rank 9)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Shanghai,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,39,2024/25,"ODIN 2024/25 — China: overall 39.0 (coverage 48.0, openness 32.0, rank 159)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Beijing,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,39,2024/25,"ODIN 2024/25 — China: overall 39.0 (coverage 48.0, openness 32.0, rank 159)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Shenzhen,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,39,2024/25,"ODIN 2024/25 — China: overall 39.0 (coverage 48.0, openness 32.0, rank 159)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Delhi,SMT-04,Open data (national),Smart,Digital Governance,index,higher,Country proxy,none,54,2024/25,"ODIN 2024/25 — India: overall 54.0 (coverage 52.0, openness 55.0, rank 105)","EXTENDED tier, COUNTRY proxy with concept drift: openness of NATIONAL official statistics, not municipal open data."
Singapore,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,94.4,2024,"SGP / Singapore, IT.NET.USER.ZS, date 2024, value 94.37757178","Cross-checked vs ITU DataHub i=11624: SGP 2024 = 94.3776 (IMDA, aged 16-74) — exact match. Country-level value."
Tokyo,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,85.5,2024,"JPN / Japan, IT.NET.USER.ZS, date 2024, value 85.54153081",Country-level value applied to city.
Copenhagen,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,99.8,2024,"DNK / Denmark, IT.NET.USER.ZS, date 2024, value 99.76915157",Country-level value applied to city.
Zurich,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,97.3,2025,"CHE / Switzerland, IT.NET.USER.ZS, date 2025, value 97.32103855",Reference year 2025 (newer than most countries in this set). Country-level value.
Vienna,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,91.9,2025,"AUT / Austria, IT.NET.USER.ZS, date 2025, value 91.92573373",Reference year 2025 (newer than most countries in this set). Country-level value.
Seoul,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,97.9,2024,"KOR / Korea, Rep., IT.NET.USER.ZS, date 2024, value 97.89563777",Country-level value applied to city.
Melbourne,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,96.1,2024,"AUS / Australia, IT.NET.USER.ZS, date 2024, value 96.13140106",Country-level value applied to city.
Amsterdam,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,97,2024,"NLD / Netherlands, IT.NET.USER.ZS, date 2024, value 97.00679779",Country-level value applied to city.
London,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,95.5,2024,"GBR / United Kingdom, IT.NET.USER.ZS, date 2024, value 95.4720993",Country-level value applied to city.
New York,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,94.7,2024,"USA / United States, IT.NET.USER.ZS, date 2024, value 94.69380188",Same USA country value shared with San Francisco.
Paris,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,88.7,2024,"FRA / France, IT.NET.USER.ZS, date 2024, value 88.65381638",Country-level value applied to city.
Toronto,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,94.4,2024,"CAN / Canada, IT.NET.USER.ZS, date 2024, value 94.353302",Country-level value applied to city.
Berlin,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,93.5,2024,"DEU / Germany, IT.NET.USER.ZS, date 2024, value 93.49999579",Country-level value applied to city.
Barcelona,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,95.8,2024,"ESP / Spain, IT.NET.USER.ZS, date 2024, value 95.7574516",Country-level value applied to city.
Dubai,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,100,2024,"ARE / United Arab Emirates, IT.NET.USER.ZS, date 2024, value 100","Source records exactly 100 (obs_status empty). Cross-checked vs ITU DataHub i=11624: ARE 2024 = 100 (TDRA, aged 15-74) — exact match. Country-level value."
San Francisco,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,94.7,2024,"USA / United States, IT.NET.USER.ZS, date 2024, value 94.69380188",Same USA country value shared with New York.
Stockholm,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,95.8,2025,Sweden (SWE) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Oslo,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,99,2024,Norway (NOR) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Helsinki,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,93.7,2024,Finland (FIN) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Madrid,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,95.8,2024,Spain (ESP) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Milan,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,89.2,2024,Italy (ITA) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Rome,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,89.2,2024,Italy (ITA) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Munich,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,93.5,2024,Germany (DEU) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Frankfurt,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,93.5,2024,Germany (DEU) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Hamburg,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,93.5,2024,Germany (DEU) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Brussels,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,95.8,2024,Belgium (BEL) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Dublin,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,97.2,2024,Ireland (IRL) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Lisbon,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,88.5,2024,Portugal (PRT) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Prague,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,87.7,2024,Czechia (CZE) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
Warsaw,SMT-05,Population online,Smart,Digital Adoption,%,higher,Country proxy,proxy,88.6,2024,Poland (POL) — country proxy,"World Bank WDI IT.NET.USER.ZS (individuals using the Internet, % of population), mrnev=1; API lastupdated 2026-07-01"
